76,  Adaptive Testing by Test++. Maria Barra, Vittorio Scarano, Giuseppina Palmieri, Luca Zitarosa, Simona Napolitano AH 3-540-67910-3 Springer Lecture Notes in Computer Science Adaptive Hypermedia and Adaptive Web-Based Systems, International Conference, AH 2000, Trento, Italy, August 28-30, 2000, Proceedings 2000
77,  Case-Based User Profiling for Content Personalisation. Keith Bradley, Barry Smyth, Rachael Rafter AH 3-540-67910-3 Springer Lecture Notes in Computer Science Adaptive Hypermedia and Adaptive Web-Based Systems, International Conference, AH 2000, Trento, Italy, August 28-30, 2000, Proceedings 2000
78,  An Agent-Based Approach to Adaptive Hypermedia Using a Link Service. Christopher Bailey, Wendy Hall AH 3-540-67910-3 Springer Lecture Notes in Computer Science Adaptive Hypermedia and Adaptive Web-Based Systems, International Conference, AH 2000, Trento, Italy, August 28-30, 2000, Proceedings 2000
79,  Personalized Adaptation to Device Characteristics. Betsy van Dijk, Eelco Herder AH 3-540-43737-1 Springer Lecture Notes in Computer Science Adaptive Hypermedia and Adaptive Web-Based Systems, Second International Conference, AH 2002, Malaga, Spain, May 29-31, 2002, Proceedings 2002
80,  Adaptive Real Time Comment Generation for Sail Racing Scenarios. Andrea Esuli, Maria Simi, Giuliano Pacini, Antonio Cisternino AH 3-540-43737-1 Springer Lecture Notes in Computer Science Adaptive Hypermedia and Adaptive Web-Based Systems, Second International Conference, AH 2002, Malaga, Spain, May 29-31, 2002, Proceedings 2002
81,  Server Independent Personalization for Effective Searching in the World Wide Web. Robert E. Beck, Ursula Wolz, Lillian N. Cassel AH 3-540-43737-1 Springer Lecture Notes in Computer Science Adaptive Hypermedia and Adaptive Web-Based Systems, Second International Conference, AH 2002, Malaga, Spain, May 29-31, 2002, Proceedings 2002
82,  A Framework for Educational Adaptive Hypermedia Applications. Felix Buendia, Paloma Diaz AH 3-540-43737-1 Springer Lecture Notes in Computer Science Adaptive Hypermedia and Adaptive Web-Based Systems, Second International Conference, AH 2002, Malaga, Spain, May 29-31, 2002, Proceedings 2002
83,  Adaptivity Conditions Evaluation for the User of Hypermedia Presentations Built with AHA! Alessandra Cini, Jose Valdeni de Lima AH 3-540-43737-1 Springer Lecture Notes in Computer Science Adaptive Hypermedia and Adaptive Web-Based Systems, Second International Conference, AH 2002, Malaga, Spain, May 29-31, 2002, Proceedings 2002
84,  Adaptation Control in Adaptive Hypermedia Systems. Paul De Bra, Geert-Jan Houben, A. T. M. Aerts, Hongjing Wu AH 3-540-67910-3 Springer Lecture Notes in Computer Science Adaptive Hypermedia and Adaptive Web-Based Systems, International Conference, AH 2000, Trento, Italy, August 28-30, 2000, Proceedings 2000
85,  Adapting Learner Evaluation by Plans. Alke Martens, Adelinde Uhrmacher AH 3-540-43737-1 Springer Lecture Notes in Computer Science Adaptive Hypermedia and Adaptive Web-Based Systems, Second International Conference, AH 2002, Malaga, Spain, May 29-31, 2002, Proceedings 2002
86,  Exploratory Activity Support Based on a Semantic Feature Map. Toshio Okamoto, Alexandra I. Cristea, Mizue Kayama AH 3-540-67910-3 Springer Lecture Notes in Computer Science Adaptive Hypermedia and Adaptive Web-Based Systems, International Conference, AH 2000, Trento, Italy, August 28-30, 2000, Proceedings 2000
87,  Towards Zero-Input Personalization: Referrer-Based Page Prediction. Fergus Toolan, James McKee, Nicholas Kushmerick AH 3-540-67910-3 Springer Lecture Notes in Computer Science Adaptive Hypermedia and Adaptive Web-Based Systems, International Conference, AH 2000, Trento, Italy, August 28-30, 2000, Proceedings 2000
88,  Sense-Based User Modelling for Web Sites. Carlo Strapparava, Anna Stefani, Bernardo Magnini AH 3-540-67910-3 Springer Lecture Notes in Computer Science Adaptive Hypermedia and Adaptive Web-Based Systems, International Conference, AH 2000, Trento, Italy, August 28-30, 2000, Proceedings 2000
89,  Personis: A Server for User Models. Bob Kummerfeld, Judy Kay, Piers Lauder AH 3-540-43737-1 Springer Lecture Notes in Computer Science Adaptive Hypermedia and Adaptive Web-Based Systems, Second International Conference, AH 2002, Malaga, Spain, May 29-31, 2002, Proceedings 2002
90,  A Fuzzy-Based Approach to User Model Refinement in Adaptive Hypermedia Systems. Cveta Martinovska AH 3-540-43737-1 Springer Lecture Notes in Computer Science Adaptive Hypermedia and Adaptive Web-Based Systems, Second International Conference, AH 2002, Malaga, Spain, May 29-31, 2002, Proceedings 2002
91,  Automatic Extraction of Semantically-Meaningful Information from the Web.. Antonio Ruiz Cortes, Rafael Corchuelo, Jose Luis Arjona, Miguel Toro AH 3-540-43737-1 Springer Lecture Notes in Computer Science Adaptive Hypermedia and Adaptive Web-Based Systems, Second International Conference, AH 2002, Malaga, Spain, May 29-31, 2002, Proceedings 2002
92,  METIORE: A Publications Reference for the Adaptive Hypermedia Community. David Bueno, Cristina Carmona, Amos David, Ricardo Conejo AH 3-540-43737-1 Springer Lecture Notes in Computer Science Adaptive Hypermedia and Adaptive Web-Based Systems, Second International Conference, AH 2002, Malaga, Spain, May 29-31, 2002, Proceedings 2002
93,  Automated Collaborative Filtering Applications for Online Recruitment Services. Barry Smyth, Rachael Rafter, Keith Bradley AH 3-540-67910-3 Springer Lecture Notes in Computer Science Adaptive Hypermedia and Adaptive Web-Based Systems, International Conference, AH 2000, Trento, Italy, August 28-30, 2000, Proceedings 2000
